End Date,Daily Weighted Approve,Daily Weighted Disapprove,Daily Weighted Net,Total Weight,Days Since Start
2025-01-20,55.82,39.18,16.64,0.6750102411650641,0.0
2025-01-21,46.055,41.945,4.109999999999999,0.43750929230593594,1.0
2025-01-23,53.46760997126874,43.88590676247145,9.581703208797293,1.3718394697139935,3.0
2025-01-24,51.42389615865979,43.3548740692912,8.069022089368588,2.454811286850152,4.0
2025-01-26,48.16426349208768,46.11789584664051,2.0463676454471695,1.2641401339203029,6.0
2025-01-27,50.49096841874784,42.50867696405155,7.982291454696288,4.206895972734978,7.0
2025-01-28,50.89418748798963,44.04288718266621,6.85130030532342,3.7437122297805914,8.0
2025-01-29,50.675,46.325,4.349999999999994,1.0481253805208608,9.0
2025-01-30,52.675,44.325,8.349999999999994,1.0481279581995073,10.0
2025-01-31,50.92051778214109,43.80660859131254,7.113909190828551,2.462722604196853,11.0
2025-02-01,47.985,47.015,0.9699999999999989,0.8832324420770913,12.0
2025-02-02,46.685,51.315,-4.6299999999999955,0.623838250950256,13.0
2025-02-03,49.839730609342766,46.56662739463648,3.273103214706289,2.5793475371567562,14.0
2025-02-04,49.742178983528774,44.393363444312484,5.3488155392162895,1.5206825781010986,15.0
2025-02-05,49.81603130799704,47.41131743261444,2.4047138753825976,2.532797603015582,16.0
2025-02-06,49.73465429828528,44.91630150730762,4.818352790977656,2.645053817870097,17.0
2025-02-07,52.60352283012928,45.371165849925944,7.232356980203335,1.5525753681555414,18.0
2025-02-09,49.35595686067673,45.30971656081865,4.046240299858077,2.2657401239474417,20.0
2025-02-10,53.675,44.325,9.349999999999994,1.048158005468506,21.0
2025-02-11,49.6477702092828,44.73052467604053,4.917245533242266,1.951956255691767,22.0
2025-02-12,54.675,43.325,11.349999999999994,1.0481638254968548,23.0
2025-02-13,53.41402147933181,44.585978520668206,8.828042958663602,2.0207163788962905,24.0
2025-02-14,53.537806059542554,44.46219394045744,9.075612119085115,1.9314448736922603,25.0
2025-02-15,52.525,42.475,10.049999999999997,0.7024303167098146,26.0
2025-02-16,48.3138734030312,48.15629327019046,0.15758013284074224,1.7501393550505857,27.0
2025-02-17,48.37214925319287,47.0047929364074,1.3673563167854752,4.700063341729686,28.0
2025-02-18,49.051226884954296,47.26692859394718,1.7842982910071186,4.049269748327756,29.0
2025-02-19,51.68445188924611,47.31554811075388,4.368903778492232,2.019035574791247,30.0
2025-02-20,49.40537453965176,46.48257175016386,2.9228027894879034,3.74257527569504,31.0
2025-02-21,50.99512058092941,46.547564303457136,4.447556277472273,1.9314920353454177,32.0
2025-02-23,43.055,50.945,-7.890000000000001,0.434016312724983,34.0
2025-02-24,49.013738481082584,47.42719953521143,1.5865389458711547,3.0481582504682727,35.0
2025-02-25,48.95066517127867,45.324019303068226,3.6266458682104457,3.2704832245527315,36.0
2025-02-26,48.40521627672626,48.2516883778859,0.153527898840359,1.972611413345831,37.0
2025-02-27,50.22,49.78,0.4399999999999977,0.5371100217109408,38.0
2025-02-28,49.59139150018824,47.78635295619054,1.8050385439976964,3.4114545043909077,39.0
2025-03-01,47.505,47.695,-0.18999999999999773,0.4319083878661312,40.0
2025-03-02,48.50558233827042,49.39595684191927,-0.8903745036488502,2.3338747760748486,41.0
2025-03-03,48.64291865963215,47.96019918801256,0.6827194716195919,2.4547755504050777,42.0
2025-03-04,48.70894986040038,47.64808998701765,1.0608598733827321,1.9675275592221995,43.0
2025-03-05,48.035320192306784,48.46042778339886,-0.42510759109207896,3.1490177542695355,44.0
2025-03-06,48.319347439365345,47.37851379577019,0.9408336435951554,3.3065134909663003,45.0
2025-03-07,49.650031993658466,47.462299842818,2.1877321508404677,2.556313688728399,46.0
2025-03-09,47.19682489807447,50.31489353802243,-3.118068639947964,1.9758083609521075,48.0
2025-03-10,46.9658518146322,48.51135885999729,-1.5455070453650848,2.474526561170496,49.0
2025-03-11,48.94878614519202,48.192463962591134,0.7563221826008828,2.227962245439325,50.0
2025-03-12,49.087750723883545,49.41159912185826,-0.32384839797471443,2.0328238367013958,51.0
2025-03-13,51.37183042342691,46.654390000262175,4.7174404231647316,2.9037736142957478,52.0
2025-03-14,47.986082594731144,49.02078078282422,-1.0346981880930741,2.082244085042168,53.0
2025-03-16,45.27142909298098,52.03974522581834,-6.768316132837363,1.2544192087337975,55.0
2025-03-17,48.26094952503061,49.183430835540015,-0.9224813105094043,3.151774191279169,56.0
2025-03-18,48.97563102202316,48.44605240242745,0.5295786195957106,2.456426292046771,57.0
2025-03-19,50.99512676634153,47.00487323365847,3.990253532683056,1.931702455195132,58.0
2025-03-20,47.7184402270707,49.57019723652217,-1.8517570094514682,2.109637630187586,59.0
2025-03-21,52.675,45.325,7.349999999999994,1.0482974167031192,60.0
2025-03-23,45.83219225218394,51.74640239104099,-5.914210138857051,2.0606886457695595,62.0
2025-03-24,47.48983663401552,49.54340938000958,-2.0535727459940603,1.973930247851037,63.0
2025-03-25,51.05326198461154,46.393349111759676,4.659912872851862,1.5207918406908894,64.0
2025-03-26,51.675,47.325,4.349999999999994,1.0483202989978744,65.0
2025-03-27,48.74121913414233,47.59901255401429,1.1422065801280397,3.8526941695459804,66.0
2025-03-28,47.930278045588565,48.67889506658371,-0.7486170209951482,2.7629593966354973,67.0
2025-03-30,45.315,51.685,-6.3700000000000045,0.8224503853548838,69.0
2025-03-31,50.5457362073056,47.578865503784016,2.966870703521586,1.480293479810542,70.0
2025-04-01,47.587926699442086,49.48483939856658,-1.896912699124492,2.753861262507323,71.0
2025-04-02,47.335893845303026,50.05016753141693,-2.7142736861139056,1.5127106412970301,72.0
2025-04-03,48.00326736987044,48.61876345239638,-0.6154960825259366,3.6840559983921777,73.0
2025-04-04,48.675,50.325,-1.6500000000000057,1.0483653833029463,74.0
2025-04-06,44.315,53.685,-9.370000000000005,0.8222390362583848,76.0
2025-04-07,45.407633539466644,50.34951031192554,-4.9418767724588974,4.344294271299632,77.0
2025-04-08,46.033512330543836,51.39418147265908,-5.360669142115242,1.5292895017787156,78.0
2025-04-09,45.399270192534715,50.787790485442635,-5.38852029290792,2.2448095226871594,79.0
2025-04-10,45.58592764851539,50.100402580105566,-4.514474931590179,3.9054330609919745,80.0
2025-04-11,47.94220066623927,50.71797891372534,-2.775778247486066,1.5649924605832028,81.0
2025-04-12,44.2,43.5,0.7000000000000028,0.7015342866369592,82.0
2025-04-13,42.24362135292051,54.906641991357354,-12.66302063843684,1.8229383930323657,83.0
2025-04-14,47.37070852342947,49.06273321494877,-1.6920246915193005,4.372185206204061,84.0
2025-04-15,46.79034571368028,50.693449560383996,-3.903103846703715,2.2321346071288035,85.0
2025-04-16,48.70844985626995,49.748887386457966,-1.040437530188015,1.9320190370957206,86.0
2025-04-17,48.40074427361361,46.681024241193526,1.719720032420085,1.4804792267948528,87.0
2025-04-18,48.67249268040149,48.880299797855656,-0.20780711745416625,1.8966385996864745,88.0
2025-04-19,48.45,51.55,-3.0999999999999943,0.8045732794311434,89.0
2025-04-20,43.34417376925991,55.12314754938562,-11.77897378012571,2.22015481616157,90.0
2025-04-21,44.877441558718736,52.36660676360847,-7.489165204889737,2.8101849063458553,91.0
2025-04-22,45.09229917486367,51.193790527341406,-6.101491352477737,2.0419328172547146,92.0
2025-04-23,46.251241872204574,50.60218043391476,-4.350938561710187,2.3964691720691005,93.0
2025-04-24,45.061709830972326,52.442956095582,-7.381246264609672,3.5466934112229263,94.0
2025-04-25,46.61511150222518,52.71404641633843,-6.098934914113244,1.5629541715491875,95.0
2025-04-27,43.069957286319536,55.03025652962247,-11.960299243302934,2.0103015742841905,97.0
2025-04-28,43.79354920719675,50.82914818450662,-7.035598977309874,4.110237018558786,98.0
2025-04-29,48.675,49.325,-0.6500000000000057,1.0485252350621213,99.0
2025-04-30,48.284213181894216,50.2945027972942,-2.0102896153999836,1.811826577302543,100.0
2025-05-01,48.01486748549581,47.16896953993488,0.8458979455609352,2.9362826267472255,101.0
2025-05-02,46.38301274535177,48.556104457179785,-2.1730917118280146,2.0159316240734952,102.0
2025-05-03,41.0,50.0,-9.0,0.43214548295451616,103.0
2025-05-04,46.682257008955474,51.31774299104451,-4.635485982089037,1.8096495463050726,104.0
2025-05-05,45.50125698436928,53.38398761743082,-7.882730633061541,2.5360155967058797,105.0
2025-05-06,47.55941719338349,49.856867058304275,-2.297449864920786,1.480751253818529,106.0
2025-05-07,50.675,47.325,3.3499999999999943,1.0485910661865954,107.0
2025-05-08,47.059795704166135,49.328767107220834,-2.2689714030546995,3.427700735634386,108.0
2025-05-09,50.44293581178303,47.80156647354245,2.6413693382405796,2.7935616566281527,109.0
2025-05-11,44.315,53.685,-9.370000000000005,0.8236820265597936,111.0
2025-05-12,48.13214080206599,49.70704296222835,-1.5749021601623596,2.503661578785498,112.0
2025-05-13,48.16313763447748,48.687720291085476,-0.524582656607997,1.9397400597790584,113.0
2025-05-14,48.320903016027515,46.87182630461858,1.4490767114089351,1.7507919352123231,114.0
2025-05-15,49.467941834698195,48.941073178167215,0.5268686565309793,3.1612378112799844,115.0
2025-05-16,47.83351932506944,48.390132756991115,-0.5566134319216758,1.4897207204239244,116.0
2025-05-18,42.804257084100286,53.537103880760824,-10.732846796660539,1.5684104450627179,118.0
2025-05-19,48.649577968790176,48.86906817788915,-0.21949020909897143,3.9977050922617305,119.0
2025-05-20,46.614627619918714,51.305328422871526,-4.690700802952811,2.1925449317196484,120.0
2025-05-21,48.165698121059876,49.83430187894012,-1.6686037578802413,1.9326616043196876,121.0
2025-05-22,50.675,48.325,2.3499999999999943,1.0487428892174138,122.0
2025-05-23,51.675,47.325,4.349999999999994,1.0487546465565007,123.0
2025-05-25,46.315,52.685,-6.3700000000000045,0.8227599717946386,125.0
2025-05-26,49.79443169519582,47.58071617794862,2.213715517247202,1.525350704056239,126.0
2025-05-27,48.182682537685835,49.88704478610665,-1.7043622484208143,2.0838908554006306,127.0
2025-05-28,50.63829989772441,47.118831929627106,3.5194679680973024,1.750728315274636,128.0
2025-05-29,49.8608256639631,48.53710433276456,1.3237213311985414,2.9043245461954563,129.0
2025-05-30,50.430373970746246,45.21521942006285,5.215154550683394,1.5090110813574522,130.0
2025-06-01,54.615,44.685,9.93,0.9879644881935596,132.0
2025-06-02,48.082316004077285,49.20627428786774,-1.1239582837904578,2.345172427772555,133.0
2025-06-03,51.16564707213662,46.919593577643155,4.2460534944934665,1.933030454596302,134.0
2025-06-04,51.675,47.325,4.349999999999994,1.0489168167508036,135.0
2025-06-05,50.675,48.325,2.3499999999999943,1.0489323737752572,136.0
2025-06-06,47.28071713096783,49.780186544660694,-2.4994694136928644,2.2698036781163147,137.0
2025-06-08,43.27727639002535,55.16283670068192,-11.885560310656572,1.4167704262740601,139.0
2025-06-09,44.703155265704574,51.21201043446847,-6.508855168763894,4.450030336165734,140.0
2025-06-10,47.91507099720132,51.561398372448195,-3.6463273752468766,2.003733611644001,141.0
2025-06-11,46.950366899858565,46.551417496177855,0.3989494036807102,2.603269102865286,142.0
2025-06-12,49.26042612964412,48.23327259047938,1.0271535391647362,3.214063061538921,143.0
2025-06-13,52.675,45.325,7.349999999999994,1.0490711903011496,144.0
2025-06-14,43.4075,51.5925,-8.185000000000002,1.4043286887473707,145.0
2025-06-15,45.865397697573655,53.12369174266472,-7.258294045091063,1.6283067042323764,146.0
2025-06-16,48.35989030813879,49.731190120585964,-1.3712998124471767,3.787092550547369,147.0
2025-06-17,48.18358597260148,49.941972723799154,-1.7583867511976763,2.724811855546084,148.0
2025-06-18,50.45307098561644,49.02786603048389,1.4252049551325499,2.0212834157754784,149.0
2025-06-19,49.92338922790857,48.71087706848027,1.2125121594283002,2.3664041500400868,150.0
2025-06-20,49.19971265662407,48.492652431137074,0.7070602254869982,2.9246104620597686,151.0
2025-06-22,42.17349567767956,54.77604022202556,-12.602544544345996,1.2665126649162555,153.0
2025-06-23,46.64860764959765,50.922886830020275,-4.274279180422624,1.965287371105677,154.0
2025-06-24,47.88017190199527,49.51955171986383,-1.6393798178685586,1.749061736196099,155.0
2025-06-25,47.29273493234531,49.50339387688303,-2.2106589445377196,3.835956315061755,156.0
2025-06-26,47.884286572917325,49.939075641738974,-2.0547890688216484,3.0951850695463996,157.0
2025-06-27,51.675,47.325,4.349999999999994,1.0493976260378186,158.0
2025-06-28,44.035,44.965,-0.9300000000000068,0.462422215757684,159.0
2025-06-29,45.315,51.685,-6.3700000000000045,0.8229924262956277,160.0
2025-06-30,45.88912141983896,51.23131681100022,-5.342195391161262,2.7020532680442106,161.0
2025-07-01,50.675,46.325,4.349999999999994,1.049518873597153,162.0
2025-07-02,49.675,47.325,2.3499999999999943,1.0495517542912096,163.0
2025-07-03,50.675,47.325,3.3499999999999943,1.0495857688023027,164.0
2025-07-06,45.75845747933261,51.80196854803725,-6.043511068704639,1.8730308415720442,167.0
2025-07-07,47.82570492564767,49.24719255558259,-1.4214876299349228,1.519227700818177,168.0
2025-07-08,48.7387071538186,48.39032275671033,0.3483843971082692,1.8596054631764494,169.0
2025-07-09,48.675,49.325,-0.6500000000000057,1.0498173291278219,170.0
2025-07-10,45.85788864518676,49.654246919803114,-3.7963582746163524,3.692153770538725,171.0
2025-07-11,48.675,50.325,-1.6500000000000057,1.0499068657870225,172.0
2025-07-13,42.19233475066988,54.98226974565959,-12.789934994989714,1.764009714787325,174.0
2025-07-14,43.50534845251579,53.44449787903628,-9.939149426520487,3.7191218300675355,175.0
2025-07-15,48.675,49.325,-0.6500000000000057,1.0501092964947805,176.0
2025-07-16,46.84537963659823,51.70456508274546,-4.8591854461472295,3.2736614079225737,177.0
2025-07-17,50.675,47.325,3.3499999999999943,1.0502243139423704,178.0
2025-07-18,46.82002770892462,51.96817987634928,-5.148152167424662,2.059479934517852,179.0
2025-07-20,43.15019971400258,54.22485505069473,-11.074655336692146,2.0248342614750774,181.0
2025-07-21,43.56501329246127,53.53408284831654,-9.969069555855263,5.081141707027023,182.0
2025-07-22,46.45987210738413,48.526685169523546,-2.066813062139417,2.952862917187081,183.0
2025-07-23,49.833976419105156,48.676865368263584,1.1571110508415714,2.0566876768153457,184.0
2025-07-24,48.18842972901405,50.78268127017093,-2.5942515411568863,2.7439656779649053,185.0
2025-07-25,47.675,50.325,-2.6500000000000057,1.0508121808967181,186.0
2025-07-27,41.54031124831124,52.89422246211363,-11.353911213802391,1.6958734227207168,188.0
2025-07-28,44.0137237659747,53.06777118640158,-9.054047420426876,2.0199061509592857,189.0
2025-07-29,46.04234637097136,52.283848312641055,-6.241501941669696,2.02659549623534,190.0
2025-07-30,46.27724234755027,51.84516204699564,-5.567919699445369,1.4860509314020325,191.0
2025-07-31,48.078351520274424,50.052023748278145,-1.9736722280037213,2.6451654531332958,192.0
2025-08-01,47.56610598770503,48.301405527112344,-0.7352995394073147,1.5123022004753879,193.0
2025-08-03,44.09517123030204,52.90482876969796,-8.809657539395914,1.2607814255781962,195.0
2025-08-04,46.09083981139313,51.96603603218101,-5.875196220787878,1.5344471309163668,196.0
2025-08-07,47.675,50.325,-2.6500000000000057,1.0525520901316683,199.0
2025-08-08,48.675,49.325,-0.6500000000000057,1.0525520901316683,200.0
2025-08-09,43.214999999999996,50.385000000000005,-7.170000000000009,1.0525520901316683,201.0
2025-08-10,41.59989795042496,55.809619704111256,-14.209721753686296,1.4007220720141942,202.0
2025-08-11,45.20712841807489,51.893972478077146,-6.686844060002258,2.239058145574661,203.0
2025-08-12,47.19851295070266,48.865471114993234,-1.6669581642905769,1.553970792872343,204.0
2025-08-13,48.675,48.325,0.3499999999999943,1.0525520901316683,205.0
2025-08-14,48.162084986088644,50.296374109036016,-2.134289122947372,1.9436243516525256,206.0
2025-08-15,47.675,50.325,-2.6500000000000057,1.0525520901316683,207.0
2025-08-17,49.04899094578512,48.72738646841875,0.3216044773663711,1.7504170765581346,209.0
2025-08-18,44.96414698330351,52.17550673738096,-7.211359754077449,3.9657400072988134,210.0
2025-08-19,49.675,48.325,1.3499999999999943,1.0525520901316683,211.0
2025-08-20,44.81511441415146,52.49405949479373,-7.678945080642272,1.9514377402975633,212.0
2025-08-21,47.21898946072666,49.85272220502432,-2.63373274429766,3.2483556810538183,213.0
2025-08-22,50.675,48.325,2.3499999999999943,1.0525520901316683,214.0
2025-08-24,43.13138221562123,53.47333485506327,-10.341952639442042,1.2927833958434034,216.0
2025-08-25,44.100903594629905,52.47371515707863,-8.372811562448724,2.7588081608710056,217.0
2025-08-26,46.585676271710305,48.09173883710389,-1.5060625653935844,2.2384607634806444,218.0
2025-08-27,48.675,49.325,-0.6500000000000057,1.0525520901316683,219.0
2025-08-28,48.53264404828083,50.46735595171917,-1.934711903438341,2.0030291690872497,220.0
2025-08-29,46.69150250412718,49.14334191735236,-2.45183941322518,1.6235169486803447,221.0
